Name,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Indian rupee,Chinese renmimbi,US dollar,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Euro,Russian ruble,US dollar,South African rand,Chinese renmimbi,Canadian dollar,Australian dollar
31/07/1989,375,321.6,52532.3,230.8,444.3,608.7,6097.1,1375.7,375,0.8,1398.7,"6,56,946.1",1369.8,9573.4,0,957.7,"2,48,824.2",321.6,0,375,1004.9,1375.7,444.3,493.7
31/08/1989,365.1,317.7,51566.1,228.8,429.3,605.7,6049.7,1363.5,365.1,0.8,1371.2,"6,52,252.4",1343.4,9389,0,932.6,"2,44,713.8",317.7,0,365.1,993.2,1363.5,429.3,478.8
29/09/1989,361.8,319.1,52484.3,230.3,427.8,610.2,6019.8,1339.3,361.8,0.8,1356.9,"6,45,309.5",1327.5,9298.8,0,928.2,"2,42,274.4",319.1,0,361.8,1007.8,1339.3,427.8,468.1
31/10/1989,366.9,312.3,52170.8,231.2,431,598.5,6144.9,1377.3,366.9,0.8,1377,"6,63,053.4",1348,9398.4,0,955.6,"2,46,640.6",312.3,0,366.9,980.8,1377.3,431,473.8
30/11/1989,394.3,329.2,56600.7,250.8,461.3,638.2,6637,1471.2,394.3,0.9,1480.6,"7,08,286.1",1449.2,10173.5,0,1018.9,"2,65,357.4",329.2,0,394.3,1036,1471.2,461.3,503.4
29/12/1989,409.4,328,58864.1,257,475.6,643.4,6901.5,1675.7,409.4,0.9,1535.5,"7,32,699.6",1503.4,10505.5,"18,33,959.9",1045.2,"2,76,127.1",328,0,409.4,1054,1675.7,475.6,521.5
31/01/1990,410.1,318.8,59445.6,248.2,480.5,621.8,6936.4,1923.6,410.1,0.9,1535.8,"7,36,780.4",1503.8,10503.6,"18,50,391.1",1053.5,"2,79,635.2",318.8,0,410.1,1047.1,1923.6,480.5,524.7
28/02/1990,416.8,320.2,60698.5,245.7,498.6,620,7062.9,1953.7,416.8,1,1562.5,"7,54,547.3",1529.2,10662.7,"18,74,744.6",1086.5,"2,87,508.2",320.2,0,416.8,1059.3,1953.7,498.6,548.3
30/03/1990,393.1,306.1,60169.5,242,463.6,594.4,6704.4,1863.7,393.1,1,1472.1,"7,17,006.2",1441.8,10143.1,"17,71,923.1",1038.1,"2,74,225.1",306.1,0,393.1,1026.2,1863.7,463.6,520
30/04/1990,374.2,287.4,59257.8,228.5,435.4,556.3,6467.5,1771.9,374.2,0.9,1402.6,"6,84,351.0",1375,9686.3,"16,82,422.6",997.8,"2,64,044.1",287.4,0,374.2,992.3,1771.9,435.4,489.6
31/05/1990,369.1,279.1,56766.1,220,433.5,523.8,6373.3,1729.5,369.1,0.9,1382.8,"6,72,446.9",1354,9507.4,"16,53,605.8",982.8,"2,61,190.2",279.1,0,369.1,975.9,1729.5,433.5,484.5
29/06/1990,352.3,269.1,54143,206,413,501.9,6119,1653,352.3,0.9,1319.2,"6,45,428.4",1290.6,9073.6,"15,77,365.0",946.2,"2,51,498.6",269.1,0,352.3,937,1653,413,452
31/07/1990,362.5,268.9,54037.6,200.4,419.3,504.4,6299.5,1691.1,362.5,1,1357.1,"6,65,242.8",1329,9271.9,"16,18,619.2",978.5,"2,58,821.0",268.9,0,362.5,951.2,1691.1,419.3,457.4
31/08/1990,394.7,281.4,58222.4,207.8,451.9,516.3,6831.9,1843.4,394.7,1.1,1479.1,"7,27,786.0",1448.1,10067.4,"17,67,767.0",1061.4,"2,81,885.2",281.4,0,394.7,1015.6,1843.4,451.9,488.3
28/09/1990,389.3,278.9,53951.1,207.2,450.5,508.6,6940.7,1847,389.3,1.1,1461.3,"7,26,705.5",1430.8,9855.5,"17,53,516.5",1066.8,"2,78,861.9",278.9,0,389.3,999.7,1847,450.5,471.9
31/10/1990,380.7,265,49368.7,195.6,441.4,487.8,6878.5,1795,380.7,1,1426.4,"7,11,682.8",1396.5,9517.5,"22,49,155.8",1051.1,"2,71,328.2",265,0,380.7,967.2,1795,441.4,473.9
30/11/1990,381.7,259.7,49284.8,194.3,444.3,479.5,6895.4,1885.9,381.7,1.1,1430.4,"7,18,332.7",1401.2,9544.6,"24,10,533.5",1075.1,"2,72,504.3",259.7,0,381.7,963.1,1885.9,444.3,493.6
31/12/1990,377,258.9,50555.9,195.6,438.5,483.6,6841.7,1978.6,377,1.1,1419.2,"7,19,527.4",1390.1,9491.7,"24,40,371.5",1092.5,"2,70,814.8",258.9,0,377,958.2,1978.6,438.5,491.3
31/01/1991,383.6,268.5,51280.3,198.3,443.5,487.4,7032.1,1994.8,383.6,1.1,1435.1,"7,30,354.4",1405.6,9659.1,"25,29,699.2",1107.3,"2,74,857.1",268.5,0,383.6,981.9,1994.8,443.5,492
28/02/1991,363.8,249.6,47473.1,185.2,420,461.5,6849.6,1913.3,363.8,1.1,1366.1,"6,99,361.5",1338.1,9125.3,"26,09,114.9",1083.3,"2,62,987.9",249.6,0,363.8,923.7,1913.3,420,464.2
29/03/1991,363.3,269.9,49841.6,199.2,420.5,504.3,7003.6,1928.8,363.3,1.3,1369,"7,10,357.3",1340.8,9232,"26,76,599.6",1196.6,"2,64,880.0",269.9,0,363.3,965,1928.8,420.5,471.3
30/04/1991,358.4,280.8,49075.9,204.9,413.5,515.9,7145.3,1898.5,358.4,1.4,1344.3,"6,94,694.3",1314.9,9155.9,"26,68,767.3",1172.1,"2,60,199.3",280.8,0,358.4,982.7,1898.5,413.5,460.1
31/05/1991,357,282.7,49332.5,207,410.5,519.8,7318,1889.1,357,1.4,1340.5,"6,90,505.5",1310.6,9116,"28,12,118.4",1160.5,"2,59,245.0",282.7,0,357,998.4,1889.1,410.5,461.6
28/06/1991,366.7,301.7,51233.4,222.3,419.3,560.7,7699.4,1982.2,366.7,1.6,1374.3,"7,18,610.7",1346,9416.9,"29,66,479.0",1225.4,"2,66,365.7",301.7,0,366.7,1049.8,1982.2,419.3,482.4
31/07/1991,367.7,303.7,50685.5,223,422.4,569.7,9363.9,1966.2,367.7,1.6,1376.5,"7,20,154.1",1346.9,9443.7,"31,69,564.0",1219,"2,67,400.5",303.7,0,367.7,1058.2,1966.2,422.4,476.5
30/08/1991,356.3,287.4,48726.5,211.5,407.9,541.4,9195.7,1904.6,356.3,1.6,1334.5,"7,00,091.2",1307.5,9143.6,"31,63,256.4",1179.9,"2,60,463.7",287.4,0,356.3,1022.8,1904.6,407.9,455.7
30/09/1991,348.7,273.8,46866,202.2,396.5,517.1,8994.2,1865.1,348.7,1.6,1308.7,"6,84,421.6",1280,8910.5,"32,69,036.9",1160.4,"2,57,498.6",273.8,0,348.7,988.2,1865.1,396.5,439.3
31/10/1991,358.7,280.9,46869.9,208.2,404.5,530.1,9251.2,1929.5,358.7,1.7,1344.1,"7,11,315.9",1316.3,9136.5,"39,43,216.1",1195.3,"2,68,329.7",280.9,0,358.7,1014.2,1929.5,404.5,452.4
29/11/1991,360.2,271.8,46682.7,202.5,407.1,516.8,9294.5,1922.2,360.2,1.8,1350.7,"7,14,270.4",1322.1,9160.4,"44,57,148.6",1199.4,"2,71,015.2",271.8,0,360.2,1005.8,1922.2,407.1,457.8
31/12/1991,361.7,265.4,46246.5,198.9,413.5,500.8,9315.3,1929.4,361.7,1.8,1345.6,"7,18,304.8",1323.6,9147,"46,45,533.2",1191.6,"2,72,958.8",265.4,0,361.7,998.8,1929.4,413.5,467.5
31/01/1992,354.5,260.9,44448,196.1,410.1,497.8,9171.7,1934.7,354.5,1.9,1332.4,"7,12,311.7",1304.6,8977.7,"43,80,351.3",1181.1,"2,71,170.8",260.9,0,354.5,987.9,1934.7,410.1,475
28/02/1992,353.9,266.4,45154.6,199.1,418.4,515.2,9185.5,1961.6,353.9,2,1328.4,"7,13,061.2",1300.8,8995.4,"39,41,373.5",1181.5,"2,70,874.2",266.4,0,353.9,996.2,1961.6,418.4,471.1
31/03/1992,344.3,266.1,45748,199.7,410.4,519.7,9707.3,1893.9,344.3,2.1,1291,"6,96,852.1",1264.3,8813.1,"38,91,858.0",1170.5,"2,65,677.5",266.1,0,344.3,991.6,1893.9,410.4,454
30/04/1992,338.6,259.2,45186,192.6,402.5,513.7,9751.6,1855.8,338.6,2.2,1268.2,"6,83,614.0",1243.1,8659.6,"38,35,144.6",1127.1,"2,63,046.2",259.2,0,338.6,973.8,1855.8,402.5,444.1
29/05/1992,337.2,253.5,44060.4,186.2,404.5,502.5,9601.9,1852.2,337.2,2.3,1262.9,"6,84,176.6",1237.5,8599.1,"37,75,444.5",1119.1,"2,63,625.0",253.5,0,337.2,959.6,1852.2,404.5,445.7
30/06/1992,340.8,249,43213.7,183.7,407.5,485.4,9684.5,1856,340.8,2.3,1274.9,"6,92,077.5",1248.4,8646.1,"38,19,303.2",1131.4,"2,68,369.0",249,0,340.8,956.9,1856,407.5,450.4
31/07/1992,352.7,245,44365.3,183.9,420.3,470.4,10051.6,1921.7,352.7,2.5,1323.8,"7,19,048.3",1296.3,8905.4,"39,56,493.7",1171.5,"2,77,623.8",245,0,352.7,971.6,1921.7,420.3,473.5
31/08/1992,343.1,232.4,43355,176.7,408.2,445.6,9712.6,1858.3,343.1,2.4,1284,"6,99,254.8",1257.4,8650.5,"37,66,617.3",1137.2,"2,70,569.7",232.4,0,343.1,947.4,1858.3,408.2,472.3
30/09/1992,345.4,239.2,42349.4,187.2,422,440.9,9788.5,1923.1,345.4,2.5,1297.5,"7,06,667.1",1271,8699,"37,95,079.0",1143.8,"2,72,297.6",239.2,0,345.4,967.1,1923.1,422,478.6
30/10/1992,344.4,250.6,41705.3,208.1,429.2,453.4,9776.5,1945.2,344.4,2.6,1295.2,"7,09,763.7",1268.2,8698.6,"37,51,586.6",1141.5,"2,71,186.2",250.6,0,344.4,993.7,1945.2,429.2,482
30/11/1992,335,259.5,41493.3,219.4,424.6,478.6,9503.9,1885.5,335,2.7,1257.2,"6,90,435.0",1231.1,8526,"36,26,713.0",1111.9,"2,63,171.5",259.5,0,335,1003.2,1885.5,424.6,485.8
31/12/1992,334.8,260.2,41481.5,215.1,425.9,475,9655,1930.9,334.8,2.8,1251.8,"6,90,710.7",1225.4,8516.5,"35,87,372.6",1110.8,"2,63,586.2",260.2,0,334.8,1007.2,1930.9,425.9,484.9
29/01/1993,329,263.3,41124.1,214.5,419.9,486.1,9502.1,1890.4,329,2.9,1232.4,"6,80,891.0",1207.6,8383,"34,68,532.6",1092.7,"2,60,939.2",263.3,148.4,329,1008.6,1890.4,419.9,487.5
26/02/1993,329.3,270.2,39751.4,228.9,414.9,500.4,9852,1922.4,329.3,3,1234.5,"6,83,587.3",1209.1,8394.8,"34,54,963.5",1098.3,"2,62,840.4",270.2,188.4,329.3,1027.2,1922.4,414.9,482.6
31/03/1993,330.1,273.1,38614.5,225.8,411.7,501.8,10427.5,1882.6,330.1,3.1,1237.1,"6,83,501.7",1211.4,8386.4,"34,45,595.4",1099.2,"2,61,226.1",273.1,209,330.1,1048.7,1882.6,411.7,466
30/04/1993,342.2,273.9,38423.8,221.3,431.8,498.8,10723.1,1934.2,342.2,3.3,1284.2,"7,10,517.6",1258.3,8632,"35,80,482.1",1140.1,"2,72,236.8",273.9,249.4,342.2,1084.9,1934.2,431.8,481
31/05/1993,367.2,294.5,40488.1,237.3,466.1,532.9,11511.3,2112.1,367.2,3.7,1377.8,"7,64,506.4",1349.1,9255.1,"38,77,117.8",1227.1,"2,93,765.6",294.5,317.8,367.2,1167,2112.1,466.1,526.5
30/06/1993,371.9,306.6,39938.8,246.6,475.8,549.2,11684,2142.9,371.9,3.9,1396.2,"7,78,875.5",1366.8,9378.5,"39,48,000.9",1242.9,"2,99,310.0",306.6,398.9,371.9,1204.4,2142.9,475.8,551.9
30/07/1993,392.2,338.1,42233.5,262.1,502.8,594.1,12303.7,2269.6,392.2,4.4,1471.5,"8,24,023.0",1440.8,9924.2,"41,64,134.6",1312.6,"3,16,345.7",338.1,407.6,392.2,1313.8,2269.6,502.8,579.2
31/08/1993,378.8,328.5,39319.1,253.9,494.7,567.4,11904.9,2183.9,378.8,4.4,1419.7,"7,96,066.3",1388.7,9532.8,"40,16,036.7",1268,"3,06,298.7",328.5,374.6,378.8,1273.5,2183.9,494.7,558.1
30/09/1993,355.3,295.8,37455.7,232.9,469.4,503.7,11171.9,2053,355.3,4.2,1331.6,"7,49,694.7",1303.9,8930.3,"38,19,642.4",1191.3,"2,86,838.9",295.8,352.8,355.3,1210.7,2053,469.4,545.1
29/10/1993,364.2,307.3,38964.1,242.1,482.8,524.6,11435.8,2112.4,364.2,4.6,1365.1,"7,68,972.3",1336.7,9197.7,"39,14,516.3",1223.8,"2,94,858.8",307.3,428.7,364.2,1234.7,2112.4,482.8,550.1
30/11/1993,373.8,326.4,40294.8,252.4,492.5,559.5,11724.6,2175.7,373.8,5,1401.9,"7,88,225.2",1372.6,9483.1,"40,40,520.7",1257.5,"3,01,580.3",326.4,449.5,373.8,1257.5,2175.7,492.5,562
31/12/1993,383.3,336.1,42127.2,257.2,511,562.2,12038.1,2230,383.3,5.5,1440.2,"8,11,028.3",1409.7,9771.7,"41,61,017.0",1292,"3,10,665.5",336.1,471.3,383.3,1296.4,2230,511,570
31/01/1994,386.9,343.9,43083.3,259,509.5,568.9,12135.5,3308.5,386.9,6.3,1450.6,"8,16,342.9",1420.9,9879.9,"41,80,719.2",1302.3,"3,13,569.8",343.9,509.6,386.9,1319.2,3308.5,509.5,555.2
28/02/1994,381.9,337.2,40569.6,258.1,512.5,556.1,11979.9,3323.8,381.9,7.1,1432.3,"8,11,522.4",1401.9,9691.3,"41,56,090.0",1287.1,"3,09,127.5",337.2,598.5,381.9,1317.8,3323.8,512.5,533.3
31/03/1994,384.1,332.5,40405.1,257.5,524.1,549,12051.7,3342.9,384.1,8.8,1440.4,"8,25,715.7",1410.7,9715.6,"41,78,140.1",1295.9,"3,10,138.5",332.5,652.5,384.1,1327.5,3342.9,524.1,540.1
29/04/1994,377.3,325.9,39039.5,254.4,521.5,543,11834.4,3281.7,377.3,12.9,1414.9,"8,14,195.0",1385.6,9528.6,"41,23,598.3",1273.6,"3,05,079.8",325.9,672.9,377.3,1354.5,3281.7,521.5,526.2
31/05/1994,381.4,322.4,39611,253.8,526.7,539.4,11965,3304.3,381.4,12.9,1430.4,"8,24,444.1",1401.5,9614.7,"41,79,310.6",1289.2,"3,07,510.5",322.4,713.6,381.4,1387.7,3304.3,526.7,526
30/06/1994,385.6,321.3,39532,252.9,533.4,529.8,12093.2,3337.3,385.6,12.3,1445.8,"8,35,554.1",1416.2,9690.3,"42,07,490.6",1303.5,"3,10,909.3",321.3,749.4,385.6,1399.6,3337.3,533.4,525.7
29/07/1994,385.5,310.8,37965.2,249.3,532.9,510.4,12092.6,3330.5,385.5,12,1445.8,"8,35,562.2",1416.1,9627.6,"42,13,599.5",1301.3,"3,10,289.5",310.8,773.8,385.5,1414.6,3330.5,532.9,524.9
31/08/1994,380.4,306.7,38001.2,246.6,524.4,501.2,11931.7,3267,380.4,12.2,1426.5,"8,23,327.0",1396.7,9514.7,"41,77,359.6",1283.5,"3,05,630.8",306.7,801.5,380.4,1369.2,3267,524.4,513.9
30/09/1994,391.6,312.4,38672.6,250.2,530.3,505,12283.6,3343.6,391.6,13.3,1468.6,"8,52,094.9",1438.3,9776.2,"42,99,794.5",1320.6,"3,13,418.6",312.4,905.5,391.6,1392.6,3343.6,530.3,528
31/10/1994,389.8,305.5,38370.5,242.8,526,493.2,12227.1,3324.2,389.8,13.7,1462.3,"8,46,934.0",1431.2,9731.3,"42,60,308.5",1316,"3,11,316.5",305.5,1145.1,389.8,1380.5,3324.2,526,528
30/11/1994,384.4,305.9,37668.1,242,524.4,498.1,12065.8,3273.7,384.4,14,1441.8,"8,36,226.4",1411.5,9604,"42,42,467.7",1304.3,"3,06,044.2",305.9,1208.6,384.4,1354.9,3273.7,524.4,509.2
30/12/1994,379.3,309.3,37998,243.1,525.9,504.1,11904.5,3219.3,379.3,14.2,1422.6,"8,29,880.3",1396.4,9521.1,"41,92,392.0",1292.2,"3,00,339.1",309.3,1278.6,379.3,1350.7,3219.3,525.9,490.2
31/01/1995,378.6,302.5,37728.4,240.4,535.1,486.9,11875.4,3195.3,378.6,15.3,1419.9,"8,38,407.9",1390.3,9507.8,"41,96,877.9",1286.9,"2,99,299.6",302.5,1454.3,378.6,1339.7,3195.3,535.1,495.1
28/02/1995,376.6,297.1,36976.3,239.6,527.4,478.6,11817.6,3177,376.6,15.5,1412.5,"8,35,416.0",1383.3,9420.7,"41,98,804.5",1281.5,"2,97,871.8",297.1,1590.5,376.6,1341.2,3177,527.4,506.1
31/03/1995,382.1,290.6,34573.1,238.8,538.1,447.1,12074.7,3220.3,382.1,16,1433.1,"8,50,719.7",1403.4,9462.2,"42,68,227.8",1301.9,"2,97,294.5",290.6,1789.3,382.1,1375.5,3220.3,538.1,520.1
28/04/1995,391,292.5,32759.1,243.3,538.4,444.6,12278.7,3293.2,391,16.6,1466.6,"8,72,017.5",1436.2,9605.7,"43,94,921.4",1333.8,"2,99,898.0",292.5,1958,391,1408.5,3293.2,538.4,531.7
31/05/1995,385.2,291.4,32803,242.8,524.2,451,12101.2,3203.6,385.2,16.7,1444.8,"8,58,645.8",1414.8,9500,"43,28,125.6",1316.4,"2,93,269.4",291.4,1955.2,385.2,1409.2,3203.6,524.2,529.9
30/06/1995,387.6,289.9,32762.3,243,533.9,448.3,12166.9,3217,387.6,16.8,1453.6,"8,63,244.0",1423.4,9557.1,"43,40,752.8",1322.6,"2,94,864.6",289.9,1855.1,387.6,1419,3217,533.9,538.4
31/07/1995,386.2,285.4,33706.9,242.1,525.9,446.2,12118.5,3206,386.2,17.3,1448.6,"8,61,411.2",1418.6,9558.6,"42,58,875.0",1314.6,"2,92,312.1",285.4,1753.8,386.2,1405.6,3206,525.9,531
31/08/1995,383.7,291.4,36304.7,244.7,520.1,458.8,12110.8,3187.4,383.7,18,1439,"8,63,833.7",1409.1,9573.4,"42,50,802.3",1304.5,"2,94,769.8",291.4,1706.5,383.7,1396,3187.4,520.1,517.5
29/09/1995,383.1,294.3,38445.3,245.8,517.4,455,12720.7,3186.5,383.1,18.4,1436.6,"8,70,059.0",1406.9,9621.1,"42,27,968.5",1302.6,"2,95,641.6",294.3,1707.5,383.1,1402.4,3186.5,517.4,508.1
31/10/1995,383.1,287.7,38616.1,242.8,515.4,438.8,13245.3,3185.9,383.1,19.3,1437,"8,68,385.2",1407.2,9620.7,"42,19,707.9",1302.7,"2,93,919.3",287.7,1726.6,383.1,1398.4,3185.9,515.4,505.9
30/11/1995,385.3,288.3,39256.6,246.6,521.3,440.7,13363.8,3203.2,385.3,20.4,1445.1,"8,79,399.4",1415.2,9694.3,"42,58,930.0",1310.5,"2,96,565.2",288.3,1758.8,385.3,1405.3,3203.2,521.3,517.1
29/12/1995,387.4,293.5,39386.2,251.8,530.9,451.1,13534.6,3221.8,387.4,22.1,1453.2,"8,85,577.4",1423.1,9745.6,"42,52,109.0",1318.4,"2,98,644.9",293.5,1789.8,387.4,1419.5,3221.8,530.9,523
31/01/1996,399.5,305.1,42193.5,261.1,546,471.4,14294.6,3322.8,399.5,24.3,1498.1,"9,14,804.0",1467.2,10099.2,"44,03,951.9",1358.3,"3,14,480.6",305.1,1887.6,399.5,1454.2,3322.8,546,538.4
29/02/1996,404.8,309.8,42784.8,263.5,556.8,484,14788.7,3365.1,404.8,26.2,1518,"9,31,424.9",1486.6,10217.1,"44,49,920.3",1376.6,"3,15,714.3",309.8,1918.5,404.8,1515.7,3365.1,556.8,535.6
29/03/1996,396.2,304.5,41963.9,259.4,540.9,473.7,13584.9,3300.3,396.2,27.3,1485.9,"9,23,495.9",1455.2,9996.3,"43,66,029.3",1347,"3,09,487.2",304.5,1917.8,396.2,1556.8,3300.3,540.9,513.4
30/04/1996,392.9,306,42102.1,259.4,533.9,479.6,13425.7,3273,392.9,28.8,1473.3,"9,15,167.1",1442.9,9932.7,"43,36,835.9",1336.3,"3,06,570.7",306,1932.6,392.9,1656.6,3273,533.9,499.6
31/05/1996,391.9,308.9,41703.6,258.7,536.6,491.6,13662.2,3264.2,391.9,30.3,1469.9,"9,13,048.8",1439.5,9910.7,"43,16,801.1",1333,"3,06,063.3",308.9,1957.1,391.9,1712.5,3264.2,536.6,491.6
28/06/1996,385.3,302.6,41978.4,249.9,526.1,484.5,13450.1,3206.4,385.3,30.9,1444.9,"8,97,646.6",1415.1,9766.7,"42,44,365.7",1310.1,"3,07,558.7",302.6,1952.2,385.3,1676,3206.4,526.1,486.8
31/07/1996,383.5,296.7,41879.5,246.8,525,472.8,13582.6,3188.8,383.5,31.9,1438.2,"8,95,074.6",1408.5,9722,"42,22,699.9",1303.8,"3,11,691.5",296.7,1975.8,383.5,1684.4,3188.8,525,485.8
30/08/1996,387.3,296.5,41771.8,249.8,531.4,466,13791,3217.9,387.3,33.1,1452.7,"9,07,093.9",1422.6,9793.4,"42,65,702.5",1316.3,"3,16,596.8",296.5,2053,387.3,1753.2,3217.9,531.4,494.8
30/09/1996,383.2,296.8,42083.5,245.7,524.7,472.1,13670.9,3182,383.2,34.3,1437.1,"8,92,488.7",1407.3,9720.4,"42,21,790.4",1302.6,"3,15,031.7",296.8,2064.2,383.2,1724.5,3182,524.7,483.1
31/10/1996,381.1,298.2,42824.1,240.3,514.7,479.4,13586.4,3162.8,381.1,36,1429.2,"8,85,530.1",1399.5,9706.2,"41,97,634.7",1295.5,"3,15,203.6",298.2,2072,381.1,1743.9,3162.8,514.7,481.2
29/11/1996,377.9,292.7,42420.1,227.3,505.6,481.7,13495.4,3136.1,377.9,37.5,1417.1,"8,83,246.9",1387.7,9619.7,"41,73,974.4",1284.4,"3,12,768.8",292.7,2073.6,377.9,1758.7,3136.1,505.6,474.1
31/12/1996,369,292.4,41975.3,222.1,502.3,489.5,13224.6,3062.4,369,38.8,1383.9,"8,68,453.7",1355.2,9439.9,"41,07,390.0",1254.5,"3,09,643.9",292.4,2043.7,369,1729.2,3062.4,502.3,462.8
31/01/1997,355.1,290,41848.4,214.1,479.1,493.9,12735.5,2945.9,355.1,40.1,1331.8,"8,41,519.6",1304,9134.1,"40,05,411.4",1207.2,"3,02,169.0",290,1992.2,355.1,1648.1,2945.9,479.1,456.6
28/02/1997,346.6,296.6,42627.8,213.3,469.6,504.3,12433.5,2874.2,346.6,41.6,1299.8,"8,26,035.7",1272.7,8996.2,"38,62,842.2",1177,"3,00,240.3",296.6,1961.1,346.6,1543.2,2874.2,469.6,451.2
31/03/1997,351.8,305.5,43127.2,219,482.3,515.4,12615.8,2918.5,351.8,44.1,1319.4,"8,44,200.4",1291.9,9130.8,"40,64,658.7",1193.9,"3,09,222.6",305.5,2007.2,351.8,1559.5,2918.5,482.3,446.4
30/04/1997,344.5,301,43271.4,211.4,480.1,503.3,12333.8,2857.6,344.5,45.5,1292,"8,31,281.7",1265.1,8976.2,"40,14,246.4",1169.2,"3,07,812.3",301,1978.4,344.5,1530,2857.6,480.1,442.2
30/05/1997,343.8,299.2,40844.1,210.5,474.6,492,12310.7,2851.4,343.8,47.5,1289.6,"8,37,461.1",1262.8,8845.1,"40,12,443.4",1167.1,"3,06,819.1",299.2,1979.9,343.8,1535.7,2851.4,474.6,443.9
30/06/1997,340.8,300.2,38953.7,207.2,471.5,491.4,12198.1,2825.4,340.8,49.5,1278.1,"8,27,918.5",1251.5,8588.9,"39,74,189.5",1156.8,"3,03,008.9",300.2,1964.8,340.8,1533.3,2825.4,471.5,451.9
31/07/1997,324.1,295.5,37343.3,194.1,446.3,480,11578.4,2687.2,324.1,50,1215.6,"8,12,820.5",1190.3,9767.2,"37,83,913.4",1099.6,"2,88,738.1",295.5,1876.4,324.1,1477.6,2687.2,446.3,436.5
29/08/1997,324,303.7,38167.1,202.1,450.2,490,11634.2,2685.9,324,53.3,1215.2,"8,87,400.3",1190,10484.1,"37,87,682.4",1099.9,"2,90,405.5",303.7,1883.4,324,1517.6,2685.9,450.2,437.8
30/09/1997,322.8,293.8,39003.5,201.6,447.7,474.9,11757.6,2675.3,322.8,55.3,1210.8,"9,70,734.7",1185.7,11731.8,"37,79,056.6",1096.6,"2,93,805.9",293.8,1889.7,322.8,1513.6,2675.3,447.7,445.9
31/10/1997,324.9,290.7,39299.3,199,450.4,471.6,11768.3,2691.2,324.9,58.3,1218.5,"11,67,183.4",1193.2,12203.1,"38,75,554.3",1104.1,"3,00,661.8",290.7,1908.3,324.9,1530.2,2691.2,450.4,450.6
28/11/1997,306,269.9,38365.7,181.2,432.3,430.5,11389.3,2534.3,306,57.7,1147.9,"10,56,976.9",1124,12016.8,"37,39,539.5",1040.6,"3,15,867.7",269.9,1809.4,306,1480.4,2534.3,432.3,440.5
31/12/1997,288.7,261.6,37417.9,173.9,411.7,415.5,11323.3,2390.7,288.7,57.8,1083,"13,84,907.9",1060.5,12857.8,"35,50,890.4",982.8,"4,26,438.2",261.6,1715.2,288.7,1406.3,2390.7,411.7,435.2
30/01/1998,289.1,267.9,37424,176.7,416.5,426.4,11340.2,2393.4,289.1,61.8,1084.4,"28,94,831.1",1061.8,15460.4,"35,53,371.6",984.8,"4,90,344.2",267.9,1741,289.1,1428.5,2393.4,416.5,440.1
27/02/1998,297.5,275.4,37421.9,181.3,426.7,435.1,11575.8,2463,297.5,66.9,1115.8,"27,43,409.4",1092.7,13681.2,"37,57,064.5",1013.3,"4,83,791.0",275.4,1799.7,297.5,1467.4,2463,426.7,441.4
31/03/1998,295.9,276,38205.4,178.1,419.4,440.8,11692.8,2450.2,295.9,70.1,1110,"28,50,764.8",1087,12204.7,"38,41,054.0",1009.6,"4,40,763.5",276,1798.1,295.9,1471.8,2450.2,419.4,441.8
30/04/1998,308.3,285.3,40669.8,184.3,440.7,463.6,12222.7,2552.3,308.3,76.2,1156.2,"25,14,057.2",1132.3,12188.7,"40,02,787.6",1053,"4,28,066.6",285.3,1889.6,308.3,1555.6,2552.3,440.7,472.5
29/05/1998,299.1,271,40358.4,182.7,432.3,441.9,12081.6,2476.2,299.1,75.8,1121.8,"31,22,725.1",1098.6,11703.2,"38,82,953.0",1021.5,"4,18,457.0",271,1839.5,299.1,1522.9,2476.2,432.3,474.3
30/06/1998,292.3,267.4,40991.6,177.1,428.3,436.8,12345.3,2420.3,292.3,76.6,1096.5,"40,11,371.5",1073.7,12353,"37,96,151.3",997.9,"4,08,020.2",267.4,1813.1,292.3,1574.5,2420.3,428.3,483.4
31/07/1998,292.9,268.8,41200.8,178.2,435.2,443.1,12449.4,2424.9,292.9,78.9,1098.5,"41,68,839.3",1075.7,12073.1,"38,04,374.7",1000.8,"3,78,969.6",268.8,1827.9,292.9,1824.7,2424.9,435.2,473.7
31/08/1998,284.1,259.6,41159.1,174.1,435.3,425.1,12148.9,2352.4,284.1,78.2,1066,"34,99,882.9",1043.5,11824.3,"38,97,461.6",971.6,"3,72,231.3",259.6,2114,284.1,1794.1,2352.4,435.3,481.5
30/09/1998,289,251,38849.2,171.8,439.7,404.7,12285,2392.5,289,79.9,1083.9,"32,30,020.1",1061.4,11661.9,"40,17,913.9",985.1,"3,96,769.3",251,4530.7,289,1760.7,2392.5,439.7,490.6
30/10/1998,295.9,247.9,35785.7,174.6,457,395.7,12525.9,2449.6,295.9,83,1109.9,"25,65,304.0",1086.9,11272.7,"41,14,684.4",1009.1,"3,96,918.7",247.9,4880.4,295.9,1714.8,2449.6,457,478.8
30/11/1998,294.1,252.9,35396.7,177,453.2,407.2,12465.3,2434.7,294.1,87.2,1103.1,"23,10,003.9",1080.3,10721.8,"40,86,475.7",1003,"3,79,485.6",252.9,5096.4,294.1,1663.5,2434.7,453.2,463.2
